"","PROTID","NN1","NN1","NN1","NN2","NN2","NN2","NN3","NN3","NN3","NO1","NO1","NO1","NO2","NO2","NO2","NO3","NO3","NO3","ON1","ON1","ON1","ON2","ON2","ON3","ON3","ON3","OO1","OO1","OO1","OO2","OO2","OO2","OO3","OO3","OO3"
"3054","m.34960",15.1327,8.1632,7.2768,0,13.9634,0,12.9402,13.2935,6.3541,35.2064,24.5711,23.8837,7.403,0,0,6.4918,6.2987,6.3305,7.0275,0,0,12.0881,0,0,0,0,0,7.8592,8.6478,8.2108,8.2295,7.9084,8.1398,8.0799,8.2476
"3055","m.34980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4562,0,0,0,0,0,0,0,16.2514,0,17.7897,0,0,0,0,0,0,0,0,0
"3056","m.34982",0,0,0,0,0,0,0,0,0,12.0326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3057","m.3499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3058","m.34991",28.3738,53.5711,20.466,25.6711,32.7268,23.9241,12.1315,31.1567,17.8708,39.6073,23.0354,39.1841,27.7611,24.4172,11.9166,6.0861,17.7151,11.8696,26.3532,36.5881,44.3981,33.9979,57.603,25.9006,47.2378,47.2538,43.2461,22.104,56.7509,61.5813,38.576,37.0707,38.1551,30.2995,38.6604
"3059","m.34993",0,0,4.527,0,4.3435,7.938,0,8.2702,3.953,0,3.8215,7.4292,0,0,0,0,3.9185,3.9383,0,4.8559,4.9104,3.7601,0,0,0,0,4.783,0,5.3799,0,10.2395,9.84,5.0639,5.0267,5.131
"3060","m.34996",0,0,0,0,0,0,20.0797,0,9.8598,10.9261,9.5319,9.2652,11.4873,10.1037,0,0,0,0,0,0,0,0,0,14.29,0,0,0,12.1953,0,0,0,0,0,0,0
"3061","m.350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3062","m.3501",10.6959,11.5396,10.2866,19.3541,0,9.0185,18.2925,9.396,8.9822,9.9537,8.6835,16.8811,10.4649,18.4088,17.9685,9.1769,17.8078,26.8465,19.8684,0,0,17.088,0,13.0181,0,0,0,11.1099,0,11.607,0,11.1794,11.5065,0,11.6589
"3063","m.35012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3064","m.35015",0,0,0,0,0,0,0,0,0,5.2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3065","m.35043",0,0,0,11.4802,0,21.398,10.8505,0,0,0,0,0,12.4149,21.839,10.6583,32.6608,10.563,10.6163,11.7853,0,0,0,0,0,0,0,12.8933,13.18,14.5025,0,13.8011,13.2626,13.6505,0,13.8313
"3066","m.35065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3067","m.35068",0,0,0,0,0,0,0,0,6.5732,0,0,0,0,0,0,0,0,6.5488,0,0,0,0,0,0,0,0,0,0,0,8.494,0,0,8.4204,8.3585,0
"3068","m.35071",145.9223,78.7167,168.4062,52.8091,67.3238,61.5192,99.8246,115.3689,171.5601,67.8981,130.3147,207.276,57.1085,113.0169,122.571,62.5999,133.6223,97.67,81.3186,75.2669,76.111,81.595,78.9984,88.8022,77.74,58.3247,74.1362,60.6281,66.7113,79.176,79.3563,76.2597,78.4905,77.9131,79.5301
"3069","m.35095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3070","m.35097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3071","m.35100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3072","m.35136",6.1165,6.599,0,0,5.6439,0,0,0,0,11.3841,0,4.8268,11.9689,0,0,5.2479,0,5.1174,0,0,0,4.8859,5.5188,0,0,0,0,0,6.9907,0,0,0,6.58,0,0
"3073","m.35147",0,25.6287,11.4229,21.4921,10.9597,0,10.1566,20.8678,9.9744,11.0532,0,9.3729,34.8628,20.4423,9.9767,10.1907,9.8875,9.9374,22.0632,36.7582,24.7803,28.4634,64.301,0,47.4576,31.649,36.2061,24.6742,40.7249,25.7782,25.8369,24.8287,38.3326,25.3671,25.8935
"3074","m.35149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3075","m.35151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3076","m.35152",0,19.3339,34.4691,16.2133,0,30.22,30.6479,15.7423,30.0983,33.3535,14.5487,0,17.5333,15.4214,15.0526,15.3754,29.8359,0,33.2883,18.4866,0,0,0,0,0,0,18.2089,18.6139,20.4815,19.4467,19.491,18.7305,19.2784,19.1366,39.0674
"3077","m.35197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3078","m.35221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3079","m.35249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1679,0,0,0,0,0,0,0,0,20.1284,0,0,0,0,0,0
"3080","m.35294",0,0,0,0,0,0,0,0,0,0,0,0,9.1688,0,0,0,0,0,0,9.6673,9.7757,0,8.4555,0,0,0,0,0,0,0,0,0,0,0,0
"3081","m.3530",3.3164,0,0,1.5003,1.5301,0,0,0,0,3.0863,0,0,0,0,0,0,0,0,0,0,0,0,1.4962,0,0,0,0,0,0,0,0,0,0,0,0
"3082","m.35307",0,0,0,0,0,0,8.1632,0,8.0168,0,7.7502,7.5334,18.6804,16.4303,0,0,0,0,0,0,0,7.6257,0,0,0,0,0,0,10.9107,0,0,0,0,0,0
"3083","m.3531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3166,0,0,0,0,0,0
"3084","m.35322",37.8317,20.408,54.5761,17.114,34.9086,47.8483,32.3506,33.2338,31.7704,70.4129,30.7139,29.8546,37.0148,48.8345,31.7777,48.6888,31.4935,31.6523,0,58.5409,59.1975,45.3305,34.1351,46.0456,25.1935,25.202,38.441,39.296,64.8582,61.5813,61.7216,39.5421,40.6988,40.3994,41.2378
"3085","m.35335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3086","m.35343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3087","m.35345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3088","m.3535",0,0,0,0,3.4088,0,0,3.2453,3.1024,0,2.9992,0,0,3.1791,0,3.1696,0,0,0,0,3.8537,0,6.6665,0,0,4.9219,3.7537,0,0,0,0,0,0,0,4.0268
"3089","m.35379",13.9925,0,0,0,0,0,11.9653,0,0,26.0431,0,0,0,0,0,12.0055,0,0,12.9961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3090","m.35388",4.1863,0,0,0,0,0,0,0,0,0,0,0,0,3.6025,0,3.5918,3.4849,3.5025,0,0,0,0,0,0,0,0,0,0,9.5692,0,0,0,0,0,0
"3091","m.35429",0,11.7865,0,9.884,10.0806,9.2114,9.3419,9.5969,18.3487,20.3331,8.8693,8.6211,0,0,0,9.3732,9.0944,0,0,0,0,0,9.8572,13.2966,0,0,0,0,12.4861,0,0,11.4186,0,0,0
"3092","m.3543",30.1908,32.5724,0,18.21,18.5721,8.4854,0,26.5216,16.9025,74.9221,49.0212,55.5913,29.5389,25.9809,16.9063,51.8068,41.8879,58.9388,18.6939,31.1449,62.9884,48.2335,90.8027,85.74,107.2276,67.0399,51.1284,31.3593,23.0039,10.9208,21.8914,31.5557,43.3051,32.2399,21.9393
"3093","m.35438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3094","m.35444",0,28.6243,0,0,0,0,0,0,0,0,0,10.4685,0,0,0,0,0,0,0,0,0,0,0,0,35.3364,17.6741,0,0,0,0,0,0,0,0,0
"3095","m.3547",6.0621,6.5403,5.8301,16.4539,5.5937,10.2228,10.3675,10.6506,15.2724,5.6414,4.9215,4.7838,17.7935,10.4335,5.092,15.6035,10.0929,0,11.2607,0,6.3238,9.6849,5.4697,0,0,0,0,0,0,0,6.5934,6.3361,0,0,6.6078
"3096","m.3549",0,0,0,0,0,0,4.5024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3097","m.35493",0,0,17.8613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3098","m.355",287.2845,172.1928,314.6652,382.6594,228.2696,491.1924,143.3028,154.2257,194.3454,126.2481,136.053,163.7336,257.6576,274.6939,187.6868,109.5498,172.722,213.653,118.5896,115.2524,83.2464,337.8542,136.8071,184.542,180.6847,223.2741,97.3038,157.4909,109.4482,129.8981,156.2327,133.4545,154.5282,153.3915,139.1776
"3099","m.35511",0,17.9192,0,30.0539,15.3257,0,0,0,0,77.2824,13.4842,13.1069,48.7512,0,0,14.2504,0,0,0,17.1339,51.9783,26.5349,29.9723,40.4303,22.1211,0,33.7531,34.5038,37.9658,36.0476,18.0648,34.7199,35.7355,35.4726,36.2088
"3100","m.35533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3101","m.35539",0,0,0,0,0,0,3.0864,3.1707,3.0311,3.3589,0,0,0,0,0,0,0,0,3.3524,0,0,0,0,0,4.8072,4.8089,3.6675,0,0,0,0,0,0,0,0
"3102","m.3556",0,0,0,0,0,0,0,0,0,3.1792,0,0,0,0,0,0,0,0,0,3.5242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3103","m.35562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8612,0
"3104","m.35564",10.0143,21.6085,0,9.0604,27.7215,8.4438,17.1268,26.3916,16.8196,27.9581,8.1302,7.9027,19.5961,8.6178,8.4117,17.1843,8.3365,8.3786,0,10.3307,20.8932,23.9985,45.1788,12.1885,13.3377,26.6845,20.3511,41.6075,34.3367,32.6019,21.7841,20.934,32.3196,21.3879,10.9159
"3105","m.35566",15.3602,16.5719,0,0,14.1734,0,0,0,0,28.5887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3106","m.35589",0,0,0,39.049,0,12.1305,0,25.2764,12.0817,13.3884,11.6799,0,28.1521,12.3806,0,0,0,12.0368,0,0,0,0,0,17.5103,38.3225,38.3355,0,0,0,0,0,0,0,0,0
"3107","m.3559",0,0,0,0,0,0,0,5.4882,5.2465,0,0,0,0,0,0,0,0,5.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3108","m.35632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3109","m.35641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3110","m.35648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3111","m.3565",0,0,0,8.7598,0,0,0,0,0,0,0,0,9.473,8.3319,0,0,0,0,0,0,0,7.7341,0,0,0,0,0,0,0,0,0,0,0,0,0
"3112","m.35689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3113","m.3569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.163,0,0,10.4609,0,15.9389,17.4417,0,0,0,0,0,0,0,14.088,0,0
"3114","m.35693",0,0,10.7363,0,0,0,9.5461,9.8067,9.3749,0,18.1262,8.8095,10.9224,9.6068,9.377,9.5781,9.2932,9.34,0,0,0,0,0,0,0,0,0,0,12.759,0,0,0,0,0,12.1685
"3115","m.357",0,0,0,5.0432,5.1434,2.35,2.3833,7.345,2.3405,7.781,4.5254,2.1994,5.4537,2.3984,2.3411,0,0,0,0,2.8751,2.9074,6.679,15.0884,0,0,0,2.8319,8.6848,3.1854,9.0734,9.094,5.8261,8.9948,8.9287,6.076
"3116","m.35734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3117","m.35743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3118","m.35768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3119","m.35827",0,0,0,0,0,0,10.3369,0,0,22.4988,0,0,0,0,0,0,0,0,0,0,0,9.6562,0,0,0,0,0,0,0,0,0,0,0,0,0
"3120","m.35843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.435,38.8831,0,0,0,0,0,0,0,0,0
"3121","m.3586",0,0,0,0,0,0,0,0,0,5.281,0,0,5.5522,0,0,0,0,0,5.2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3122","m.35893",0,0,0,0,0,0,5.5283,0,0,6.0163,5.2486,0,0,0,0,5.5468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.047
"3123","m.35895",9.5911,31.0432,0,8.6775,17.7001,24.2611,0,0,0,17.8512,15.5732,0,18.7681,8.2537,24.1689,16.4582,0,0,0,0,0,22.9845,34.6159,11.6735,25.5484,12.7785,0,0,10.9619,0,0,0,10.318,0,0
"3124","m.35910",0,0,0,20.7676,10.5903,0,0,30.2465,0,0,0,0,11.2292,0,0,0,0,0,10.6597,23.6795,35.9176,18.3359,31.0668,27.9378,30.5719,30.5822,0,11.9212,13.1174,0,0,11.9959,0,12.256,0
"3125","m.35911",76.8012,66.2877,73.8624,97.2798,42.5203,103.6113,197.0222,175.4147,154.791,114.3548,112.2327,84.8498,135.257,118.9652,103.2177,131.7892,153.4419,167.067,185.4634,110.9196,128.187,159.509,110.8749,205.6471,204.5789,225.1128,156.0762,159.5475,105.3336,133.349,183.7725,176.6015,148.7188,196.8331,133.9454
"3126","m.35940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0521,0,0,0,0,0,0,0,0,0,0,0
"3127","m.3595",0,0,0,0,0,0,0,0,0,1.1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6201,0,0,0,0,0,0,0,0,0
"3128","m.35954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3129","m.35966",0,0,0,17.603,0,0,0,0,0,18.1062,0,0,19.0362,0,0,0,0,0,0,0,0,0,35.1104,0,0,0,0,0,0,0,0,0,0,0,0
"3130","m.35994",0,0,0,0,7.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3131","m.35997",0,0,0,0,0,0,10.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3132","m.36003",15.1327,48.9793,14.5536,27.3825,55.8538,38.2786,25.8804,66.4677,12.7082,42.2477,12.2856,35.8255,59.2237,39.0676,50.8443,51.9347,25.1948,12.6609,42.1652,93.6655,94.716,24.1763,68.2702,73.6729,80.6192,40.3232,76.882,78.5919,69.1821,82.1084,65.8363,79.0842,81.3975,80.7988,65.9805
"3133","m.3601",0,0,0,1.8708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3134","m.36021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7865,10.433,10.55,8.0787,9.1252,36.9276,53.8792,53.8974,0,0,0,0,0,0,0,0,0
"3135","m.36024",37.1439,34.3491,30.6193,38.4066,44.0665,40.2671,9.075,13.9841,4.4561,29.6283,25.8475,25.1244,25.9584,27.398,44.5713,22.7636,39.7554,39.9559,19.7136,32.8437,33.2121,46.6257,57.4534,0,0,0,86.2676,77.163,66.7113,92.1321,92.3419,77.6463,102.7512,73.6633,75.1921
"3136","m.36030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3137","m.36038",0,0,0,98.1407,116.774,182.9244,0,15.8817,0,0,0,0,88.4424,108.9052,121.4863,0,0,0,167.9145,279.753,226.3125,144.4159,179.4359,88.0163,144.4725,120.4344,73.4801,56.3358,82.6511,78.4753,78.654,75.5849,58.3469,77.2236,78.8263
"3138","m.36043",520.0139,280.5177,589.4216,369.6634,325.6022,532.4207,524.079,603.6472,530.2765,362.9465,588.0316,439.6764,508.7851,559.3766,436.7984,924.2016,432.8921,403.9985,103.4964,57.4765,58.1212,44.5063,50.2717,271.2503,247.3545,247.438,37.7421,57.8722,42.4526,40.3078,60.5994,58.2347,59.9382,39.6649,40.488
"3139","m.36049",0,0,0,5.5339,0,0,26.1516,32.2388,20.5461,0,0,0,0,5.2636,5.1377,47.231,45.8258,35.8221,51.1284,69.4078,57.4251,4.8859,16.5565,7.4445,16.2928,8.1492,87.0102,82.5921,69.907,66.3751,86.4841,57.5373,72.3805,65.3164,60.0047
"3140","m.36055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3141","m.36072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3142","m.36074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9293,33.2986,0,0,0,63.7711,21.2642,64.8692,82.8899,72.9655,69.279,52.0776,50.0454,68.6792,51.1305,52.1916
"3143","m.36090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3144","m.3610",0,0,0,0,0,0,5.0199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.965,0,0,6.3705,0,6.1358,0,0,6.399
"3145","m.36115",0,0,0,90.9008,108.1595,169.4299,0,14.7101,0,0,0,0,81.918,100.8712,112.5242,0,0,0,155.5273,0,0,133.7622,166.1988,0,0,0,68.0595,52.1799,76.5539,72.6862,72.8517,70.0089,54.0426,71.5268,73.0112
"3146","m.36120",0,0,0,9.3823,0,8.7438,0,0,0,9.6505,0,8.1835,0,0,0,8.8974,8.6327,0,0,0,0,0,0,0,0,0,0,10.7715,0,11.2534,11.2791,10.8389,11.156,11.0739,11.3038
"3147","m.36124",0,0,0,0,0,0,11.8839,0,0,0,22.5653,32.901,0,0,0,11.9238,11.569,0,77.4463,0,14.4973,0,0,0,0,0,14.1212,28.8705,31.7673,30.1623,30.231,29.0513,14.9506,29.6812,30.2972
"3148","m.36158",0,0,0,16.3568,0,15.2437,0,31.7633,30.3646,16.8243,29.3549,0,0,31.1158,15.1858,31.0229,15.05,15.1259,0,0,0,0,16.3124,0,0,0,0,0,0,0,0,0,19.449,0,19.7066
"3149","m.36182",0,0,0,4.8512,0,4.5211,0,0,0,0,0,4.2314,5.2462,0,0,0,0,4.4862,0,0,0,4.2832,0,0,0,0,5.4483,5.5695,0,5.8187,5.832,5.6044,0,5.7259,0
"3150","m.36186",0,0,0,0,0,0,0,0,0,10.4459,0,0,10.9824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3151","m.3619",0,0,0,0,0,0,2.7211,0,0,5.9226,0,0,0,0,0,0,0,0,0,6.5653,0,2.5419,0,0,0,0,0,0,3.6369,0,3.461,0,0,0,0
"3152","m.362",0,0,0,0,0,0,0,0,0,16.9745,0,0,17.8464,0,0,0,0,0,0,18.8167,0,0,16.458,0,0,0,0,0,20.8473,0,0,0,0,19.4783,0
"3153","m.36206",0,0,0,0,12.1617,0,0,11.5782,0,0,10.7003,0,0,0,0,0,10.9719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1789,0,0
"3154","m.36229",0,0,0,0,0,9.4128,0,0,0,0,0,0,0,9.6068,9.377,0,9.2932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3155","m.3623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3156","m.36235",39.797,42.9364,38.2741,72.0124,61.2034,22.3706,0,0,0,24.6902,32.3094,41.8739,64.8961,34.2475,22.2856,0,0,0,24.642,27.3698,27.6767,42.387,35.9084,0,17.6682,35.3483,13.4793,27.5582,30.3233,28.7913,28.8568,27.7308,28.542,14.166,14.46
"3157","m.3627",14.089,15.2005,0,6.3735,0,0,0,0,0,13.1114,0,0,27.5696,0,0,6.0441,0,0,0,7.2671,0,16.8817,12.7124,0,0,0,0,0,0,0,0,0,0,0,0
"3158","m.36274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3159","m.36293",16.5418,17.8467,0,7.4831,7.6318,13.9477,42.4355,29.0628,41.6745,38.4848,13.4296,6.5269,32.3692,21.3527,20.842,42.578,13.7704,27.6797,30.7277,42.6614,34.5119,6.6069,7.4627,60.3999,33.0474,33.0585,42.0205,34.3641,28.359,35.9017,35.9834,34.5793,35.5908,35.329,27.0467
"3160","m.36294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1168,0,0,0,0,0,0,13.0441,12.3851,0,0,0,0,12.4405
"3161","m.36295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3162","m.36305",0,0,0,0,62.8355,0,0,0,0,142.5861,0,0,0,0,0,14.6066,14.1721,0,0,122.9359,142.0739,95.1941,245.7728,0,68.0225,45.3636,69.1938,53.0496,38.9149,18.4744,37.0329,53.3818,36.6289,36.3595,18.557
"3163","m.36352",0,16.4483,0,0,14.0677,12.8548,0,0,0,14.1877,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5557,0,0,0,0,0,16.5442,0,0,0,0,0
"3164","m.36358",44.2189,66.7899,59.5375,40.0069,57.1232,37.2844,45.3748,54.3826,51.9879,65.8406,50.2591,48.8529,43.264,60.8845,66.8569,53.115,29.4484,51.7947,49.284,72.9861,73.8046,21.1935,31.9185,75.3473,94.2303,94.2621,44.931,73.4886,40.4311,76.7767,67.3326,55.4616,85.626,75.5521,77.1201
"3165","m.36366",20.4291,22.0407,0,36.9663,0,17.2254,0,0,0,57.0344,16.5855,0,19.988,0,0,35.0559,0,0,0,21.0747,21.3111,16.319,18.433,0,0,0,20.7581,0,23.3489,22.1693,0,0,0,21.8157,22.2684
"3166","m.36387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4673,0,0,0,0,0,0,0
"3167","m.36412",0,0,0,0,0,0,4.8258,0,0,5.2518,0,0,0,0,0,0,0,0,0,0,0,9.016,0,6.8687,0,0,0,5.8618,6.45,0,6.1381,5.8985,6.0711,0,6.1515
"3168","m.36421",0,0,0,0,0,0,12.7513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1493,19.8606,19.8673,0,0,0,0,0,0,0,0,0
"3169","m.36423",0,0,0,16.2133,33.0713,0,0,0,0,33.3535,0,0,52.6,15.4214,30.1052,0,0,0,0,36.9732,37.3879,14.3149,32.3385,0,23.8675,23.8756,36.4178,37.2278,20.4815,19.4467,19.491,56.1914,19.2784,38.2731,0
"3170","m.36428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3171","m.36438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3172","m.36446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.094,0,0,0,16.6063,0,0,0,0,0,0,0,0,0,0,0,0
"3173","m.36497",0,0,0,0,15.4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3174","m.365",88.8223,33.5402,38.4405,84.3797,81.9594,89.8715,18.9884,35.1123,37.2957,49.5952,64.8998,91.1213,82.5591,87.902,89.5301,26.673,36.9706,40.8728,28.874,54.9776,41.6956,28.3809,64.1146,54.0535,35.49,41.419,81.2275,59.9691,40.6069,57.8329,77.2861,64.9865,71.6652,71.1381,62.9325
"3175","m.36534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3176","m.3654",0,0,0,86.8337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5765,100.1192,0,0,50.063,91.3054,146.1379,97.5215,0,94.0226,0,0,85.9841,73.7495,73.207,74.7262
"3177","m.3659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4353,0,0,0,0,0,0,0,0,0,0,0,0,0
"3178","m.3662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3179","m.36655",32.8179,17.7034,47.3431,22.2689,30.2822,6.9178,14.0316,14.4147,27.5598,15.2703,19.9825,32.3724,0,7.0604,13.7831,14.0787,27.3196,41.1861,22.8606,33.855,25.676,13.1076,7.4028,19.9716,32.7819,10.931,8.3366,17.044,9.3771,8.9033,17.8472,8.5754,17.6525,8.7613,0
"3180","m.36657",29.7511,42.7974,19.0751,71.7793,82.3572,58.5328,8.4802,0,0,0,0,0,87.3262,42.6709,24.9902,25.5262,16.5111,0,9.2108,51.1523,51.7259,0,8.948,12.0702,13.2083,13.2127,120.9212,133.9115,102.01,118.3796,140.2218,114.0194,128.0233,105.9013,129.7189
"3181","m.36658",78.5735,84.7718,12.5945,47.3927,72.5025,44.1676,44.7931,69.0241,32.9923,73.1211,74.4221,62.0056,51.2512,22.539,0,56.1794,43.6063,32.8697,60.8152,67.5472,81.9657,62.7654,82.712,95.6331,104.65,122.1329,66.5325,81.6147,44.9018,85.2665,71.2172,82.1259,56.3521,55.9376,71.3731
"3182","m.36659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
