Date,Temp_N,Temp_O,LUX_N,LUX_O
4/19/15 15:30,25.513,25.708,5166.7,2411.1
4/19/15 16:00,25.513,25.805,3961.1,1894.5
4/19/15 16:30,25.513,25.805,1377.8,5511.1
4/19/15 17:00,25.513,25.708,3100,4994.5
4/19/15 17:30,25.416,25.61,1377.8,3100
4/19/15 18:00,25.416,25.416,505.9,1141
4/19/15 18:30,25.416,25.416,129.2,279.9
4/19/15 19:00,25.319,25.319,0,0
4/19/15 19:30,25.222,25.319,0,0
4/19/15 20:00,25.222,25.222,0,0
4/19/15 20:30,25.222,25.222,0,0
4/19/15 21:00,25.125,25.125,0,0
4/19/15 21:30,24.931,25.125,0,0
4/19/15 22:00,24.835,25.028,0,0
4/19/15 22:30,24.835,25.028,0,0
4/19/15 23:00,24.931,24.931,0,0
4/19/15 23:30,24.738,24.931,0,0
4/20/15 0:00,24.738,24.931,0,0
4/20/15 0:30,24.641,24.931,0,0
4/20/15 1:00,24.545,24.931,0,0
4/20/15 1:30,24.545,24.931,0,0
4/20/15 2:00,24.448,24.931,0,0
4/20/15 2:30,24.448,24.931,0,0
4/20/15 3:00,24.351,24.931,0,0
4/20/15 3:30,24.351,24.931,0,0
4/20/15 4:00,24.255,24.931,0,0
4/20/15 4:30,24.351,24.835,0,0
4/20/15 5:00,24.351,24.835,0,0
4/20/15 5:30,24.351,24.835,0,0
4/20/15 6:00,24.351,24.835,0,0
4/20/15 6:30,24.351,24.835,86.1,32.3
4/20/15 7:00,24.351,24.835,247.6,64.6
4/20/15 7:30,24.255,24.738,172.2,86.1
4/20/15 8:00,24.158,24.545,678.1,183
4/20/15 8:30,24.255,24.545,904.2,398.3
4/20/15 9:00,24.351,24.545,1550,645.8
4/20/15 9:30,24.448,24.641,581.3,1463.9
4/20/15 10:00,24.545,24.641,1894.5,1636.1
4/20/15 10:30,24.448,24.738,1550,3272.2
4/20/15 11:00,24.448,24.835,2152.8,2927.8
4/20/15 11:30,24.448,24.835,1377.8,3100
4/20/15 12:00,24.545,25.319,2927.8,5511.1
4/20/15 12:30,24.545,25.513,1151.7,4133.4
4/20/15 13:00,24.641,25.805,2152.8,8611.2
4/20/15 13:30,24.835,26.195,3272.2,14466.8
4/20/15 14:00,24.835,26.097,4994.5,5511.1
4/20/15 14:30,24.931,25.61,1980.6,430.6
4/20/15 15:00,24.931,25.513,1722.2,322.9
4/20/15 15:30,25.028,25.61,2927.8,441.3
4/20/15 16:00,25.125,25.513,2497.2,129.2
4/20/15 16:30,25.125,25.513,1722.2,75.3
4/20/15 17:00,25.125,25.513,1227.1,64.6
4/20/15 17:30,25.028,25.319,409,21.5
4/20/15 18:00,24.931,25.222,290.6,43.1
4/20/15 18:30,24.931,25.125,53.8,0
4/20/15 19:00,24.931,25.028,0,0
4/20/15 19:30,24.835,25.028,0,0
4/20/15 20:00,24.835,25.028,0,0
4/20/15 20:30,24.835,24.931,0,0
4/20/15 21:00,24.738,24.835,0,0
4/20/15 21:30,24.641,24.931,0,0
4/20/15 22:00,24.641,24.931,0,0
4/20/15 22:30,24.545,24.835,0,0
4/20/15 23:00,24.448,24.835,0,0
4/20/15 23:30,24.448,24.738,0,0
4/21/15 0:00,24.351,24.835,0,0
4/21/15 0:30,24.255,24.931,0,0
4/21/15 1:00,24.255,24.931,0,0
4/21/15 1:30,24.255,24.931,0,0
4/21/15 2:00,24.158,24.931,0,0
4/21/15 2:30,24.255,24.931,0,0
4/21/15 3:00,24.255,25.028,0,0
4/21/15 3:30,24.158,25.028,0,0
4/21/15 4:00,24.158,25.028,0,0
4/21/15 4:30,24.158,25.028,0,0
4/21/15 5:00,24.062,24.931,0,0
4/21/15 5:30,23.773,24.931,0,0
4/21/15 6:00,23.773,24.835,0,0
4/21/15 6:30,23.869,24.835,10.8,0
4/21/15 7:00,23.773,24.835,86.1,21.5
4/21/15 7:30,23.773,25.028,118.4,2497.2
4/21/15 8:00,23.773,25.125,150.7,3444.5
4/21/15 8:30,23.773,24.641,258.3,1377.8
4/21/15 9:00,23.869,24.835,731.9,2927.8
4/21/15 9:30,23.966,24.641,871.9,2669.5
4/21/15 10:00,23.966,24.931,1184,4994.5
4/21/15 10:30,24.062,24.931,1808.3,958
4/21/15 11:00,24.158,24.931,1722.2,5511.1
4/21/15 11:30,24.158,25.028,1722.2,3444.5
4/21/15 12:00,24.255,25.805,2411.1,18600.1
4/21/15 12:30,24.448,25.708,2583.4,11022.3
4/21/15 13:00,24.738,25.513,3616.7,4994.5
4/21/15 13:30,24.641,25.416,1636.1,1550
4/21/15 14:00,24.931,25.416,1463.9,2497.2
4/21/15 14:30,25.125,25.902,4305.6,5511.1
4/21/15 15:00,25.416,26.097,1334.7,6200
4/21/15 15:30,25.416,25.61,2927.8,2583.4
4/21/15 16:00,25.61,25.513,645.8,1722.2
4/21/15 16:30,25.708,25.319,516.7,785.8
4/21/15 17:00,25.708,25.222,247.6,785.8
4/21/15 17:30,25.513,25.222,107.6,322.9
4/21/15 18:00,25.61,25.125,43.1,183
4/21/15 18:30,25.708,24.931,21.5,75.3
4/21/15 19:00,25.61,24.835,0,0
4/21/15 19:30,25.61,24.835,0,0
4/21/15 20:00,25.416,24.835,0,0
4/21/15 20:30,25.222,24.835,0,0
4/21/15 21:00,25.319,24.835,0,0
4/21/15 21:30,25.125,24.738,0,0
4/21/15 22:00,25.222,24.738,0,0
4/21/15 22:30,25.416,24.641,0,0
4/21/15 23:00,25.319,24.738,0,0
4/21/15 23:30,25.222,24.931,0,0
4/22/15 0:00,25.222,24.931,0,0
4/22/15 0:30,25.125,24.931,0,0
4/22/15 1:00,25.028,24.931,0,0
4/22/15 1:30,25.125,24.931,0,0
4/22/15 2:00,25.028,24.931,0,0
4/22/15 2:30,25.028,24.931,0,0
4/22/15 3:00,25.028,24.931,0,0
4/22/15 3:30,25.028,25.028,0,0
4/22/15 4:00,24.931,25.125,0,0
4/22/15 4:30,24.738,25.222,0,0
4/22/15 5:00,24.448,25.125,0,0
4/22/15 5:30,24.448,25.125,0,0
4/22/15 6:00,24.545,25.125,0,0
4/22/15 6:30,24.738,25.125,32.3,107.6
4/22/15 7:00,24.641,25.125,53.8,376.7
4/22/15 7:30,24.448,25.125,150.7,527.4
4/22/15 8:00,24.545,25.125,215.3,570.5
4/22/15 8:30,24.351,25.319,398.3,1550
4/22/15 9:00,24.255,25.222,1076.4,1119.5
4/22/15 9:30,24.641,25.222,1227.1,2497.2
4/22/15 10:00,24.448,25.222,904.2,1463.9
4/22/15 10:30,24.641,25.222,1808.3,1722.2
4/22/15 11:00,24.641,25.222,1894.5,1463.9
4/22/15 11:30,25.028,25.416,2411.1,2325
4/22/15 12:00,25.319,25.61,2755.6,2583.4
4/22/15 12:30,25.513,25.902,3444.5,4305.6
4/22/15 13:00,25.805,26,4133.4,3616.7
4/22/15 13:30,26.39,26.292,5338.9,4133.4
4/22/15 14:00,26.488,26,5338.9,3788.9
4/22/15 14:30,26.195,26.39,7577.8,5166.7
4/22/15 15:00,25.902,26,4994.5,3100
4/22/15 15:30,26.097,26.097,1636.1,4477.8
4/22/15 16:00,26.683,26.097,1001,3272.2
4/22/15 16:30,26.488,25.902,3444.5,2325
4/22/15 17:00,26.585,25.708,807.3,1377.8
4/22/15 17:30,26.683,25.513,764.2,990.3
4/22/15 18:00,26.488,25.028,484.4,882.6
4/22/15 18:30,26.39,24.835,64.6,226
4/22/15 19:00,26.195,24.835,0,0
4/22/15 19:30,25.902,24.931,0,0
4/22/15 20:00,25.902,24.931,0,0
4/22/15 20:30,26.39,25.125,0,0
4/22/15 21:00,25.902,25.222,0,0
4/22/15 21:30,26.585,25.416,0,0
4/22/15 22:00,26.39,25.319,0,0
4/22/15 22:30,26.39,25.222,0,0
4/22/15 23:00,26.585,25.222,0,0
4/22/15 23:30,26.097,25.125,0,0
4/23/15 0:00,26.292,25.125,0,0
4/23/15 0:30,26.488,25.125,0,0
4/23/15 1:00,26.195,25.416,0,0
4/23/15 1:30,26.097,25.513,0,0
4/23/15 2:00,25.61,25.513,0,0
4/23/15 2:30,25.805,25.319,0,0
4/23/15 3:00,25.416,25.319,0,0
4/23/15 3:30,25.416,25.319,0,0
4/23/15 4:00,25.513,25.319,0,0
4/23/15 4:30,25.513,25.416,0,0
4/23/15 5:00,25.319,25.416,0,0
4/23/15 5:30,25.222,25.416,0,0
4/23/15 6:00,25.319,25.319,0,0
4/23/15 6:30,25.319,25.416,21.5,161.5
4/23/15 7:00,25.319,25.416,139.9,430.6
4/23/15 7:30,25.416,25.416,333.7,624.3
4/23/15 8:00,25.319,25.513,279.9,710.4
4/23/15 8:30,25.416,25.708,592,1270.1
4/23/15 9:00,25.708,25.902,710.4,1636.1
4/23/15 9:30,25.902,26,1054.9,1463.9
4/23/15 10:00,25.805,26.097,678.1,2411.1
4/23/15 10:30,25.902,25.902,1463.9,2066.7
4/23/15 11:00,26.097,25.902,1722.2,6200
4/23/15 11:30,26.195,26,1894.5,6544.5
4/23/15 12:00,26.292,26.097,2238.9,8266.7
4/23/15 12:30,26.585,25.708,2583.4,43.1
4/23/15 13:00,26.488,25.805,2325,64.6
4/23/15 13:30,26.977,25.902,3272.2,64.6
4/23/15 14:00,26.879,25.902,4133.4,96.9
4/23/15 14:30,26.977,26.488,4650,10677.8
4/23/15 15:00,26.977,26.488,3788.9,12400.1
4/23/15 15:30,27.075,26.39,5166.7,13777.9
4/23/15 16:00,27.173,26.292,4305.6,7577.8
4/23/15 16:30,27.37,26.195,2755.6,5511.1
4/23/15 17:00,27.173,25.805,183,1065.6
4/23/15 17:30,27.173,25.61,43.1,592
4/23/15 18:00,27.272,25.513,43.1,290.6
4/23/15 18:30,27.37,25.416,21.5,247.6
4/23/15 19:00,27.37,25.319,0,0
4/23/15 19:30,27.272,25.319,0,0
4/23/15 20:00,26.683,25.319,0,0
4/23/15 20:30,26.977,25.319,0,0
4/23/15 21:00,26.781,25.319,0,0
4/23/15 21:30,26.585,25.416,0,0
4/23/15 22:00,26.39,25.513,0,0
4/23/15 22:30,27.37,25.416,0,0
4/23/15 23:00,26.977,25.319,0,0
4/23/15 23:30,26.097,25.319,0,0
4/24/15 0:00,26.39,25.416,0,0
4/24/15 0:30,26.292,25.416,0,0
4/24/15 1:00,26.195,25.513,0,0
4/24/15 1:30,25.902,25.513,0,0
4/24/15 2:00,25.61,25.708,0,0
4/24/15 2:30,25.805,25.61,0,0
4/24/15 3:00,25.513,25.61,0,0
4/24/15 3:30,25.416,25.61,0,0
4/24/15 4:00,25.416,25.513,0,0
4/24/15 4:30,25.416,25.513,0,0
4/24/15 5:00,25.319,25.513,0,0
4/24/15 5:30,25.319,25.416,0,0
4/24/15 6:00,25.319,25.319,0,10.8
4/24/15 6:30,25.319,25.319,53.8,516.7
4/24/15 7:00,25.319,25.319,129.2,807.3
4/24/15 7:30,25.222,25.222,193.8,1313.2
4/24/15 8:00,25.222,25.416,312.2,2066.7
4/24/15 8:30,25.222,25.708,398.3,5166.7
4/24/15 9:00,25.222,25.805,484.4,11711.2
4/24/15 9:30,25.319,26,570.5,14466.8
4/24/15 10:00,25.513,26,699.7,5511.1
4/24/15 10:30,25.805,26.39,936.5,19289
4/24/15 11:00,26,26.488,1130.2,20666.8
4/24/15 11:30,26.097,26.39,925.7,22044.6
4/24/15 12:00,26.097,26.585,1463.9,18600.1
4/24/15 12:30,26.488,26.488,1194.8,13777.9
4/24/15 13:00,27.075,26.683,1636.1,12400.1
4/24/15 13:30,27.37,26.683,1044.1,10333.4
4/24/15 14:00,27.37,26.879,2152.8,10333.4
4/24/15 14:30,27.567,26.879,1808.3,8611.2
4/24/15 15:00,27.567,26.879,699.7,8266.7
4/24/15 15:30,27.764,26.879,1550,9300.1
4/24/15 16:00,28.06,26.879,2152.8,7233.4
4/24/15 16:30,27.862,26.585,387.5,5166.7
4/24/15 17:00,27.862,26.292,376.7,3961.1
4/24/15 17:30,27.764,26.195,193.8,1076.4
4/24/15 18:00,27.665,26.097,107.6,516.7
4/24/15 18:30,27.665,25.805,32.3,484.4
4/24/15 19:00,27.567,25.805,0,10.8
4/24/15 19:30,27.272,25.805,0,0
4/24/15 20:00,26.977,25.805,0,0
4/24/15 20:30,26.781,25.805,0,0
4/24/15 21:00,26.488,25.805,0,0
4/24/15 21:30,26.488,25.805,0,0
4/24/15 22:00,26.488,25.805,0,0
4/24/15 22:30,26.39,25.805,0,0
4/24/15 23:00,26.488,25.708,0,0
4/24/15 23:30,26.781,25.708,0,0
4/25/15 0:00,26.488,25.708,0,0
4/25/15 0:30,27.665,25.61,0,0
4/25/15 1:00,27.37,25.708,0,0
4/25/15 1:30,27.272,25.902,0,0
4/25/15 2:00,26.781,25.805,0,0
4/25/15 2:30,26.781,26.097,0,0
4/25/15 3:00,26.781,26.097,0,0
4/25/15 3:30,26.39,26,0,0
4/25/15 4:00,26.292,25.902,0,0
4/25/15 4:30,26.195,25.902,0,0
4/25/15 5:00,26.39,25.805,0,0
4/25/15 5:30,26.781,25.708,0,0
4/25/15 6:00,26.683,25.708,0,0
4/25/15 6:30,26.585,25.708,0,150.7
4/25/15 7:00,26.097,25.708,21.5,731.9
4/25/15 7:30,25.805,25.805,107.6,2325
4/25/15 8:00,26,25.902,183,3961.1
4/25/15 8:30,26.097,26,193.8,4650
4/25/15 9:00,26.195,26,333.7,3100
4/25/15 9:30,26.195,26.585,355.2,13089
4/25/15 10:00,26.39,26.879,387.5,13777.9
4/25/15 10:30,26.488,26.781,398.3,18600.1
4/25/15 11:00,26.683,27.173,516.7,20666.8
4/25/15 11:30,26.879,27.272,495.1,26178
4/25/15 12:00,26.977,27.173,613.5,16533.4
4/25/15 12:30,27.075,27.272,279.9,30311.3
4/25/15 13:00,27.37,27.075,990.3,14466.8
4/25/15 13:30,27.468,26.977,301.4,14466.8
4/25/15 14:00,27.567,26.879,1259.4,9300.1
4/25/15 14:30,27.665,26.977,269.1,10333.4
4/25/15 15:00,28.06,27.075,839.6,12400.1
4/25/15 15:30,28.258,26.977,818.1,6200
4/25/15 16:00,28.357,26.781,645.8,4994.5
4/25/15 16:30,28.456,26.781,1001,5166.7
4/25/15 17:00,28.555,26.683,613.5,3100
4/25/15 17:30,28.456,26.585,193.8,1194.8
4/25/15 18:00,28.555,26.39,96.9,990.3
4/25/15 18:30,28.456,26.097,10.8,387.5
4/25/15 19:00,28.258,25.902,0,10.8
4/25/15 19:30,27.862,25.805,0,0
4/25/15 20:00,27.961,25.61,0,0
4/25/15 20:30,27.764,25.61,0,0
4/25/15 21:00,27.665,25.805,0,0
4/25/15 21:30,27.468,25.708,0,0
4/25/15 22:00,27.468,25.708,0,0
4/25/15 22:30,27.468,25.708,0,0
4/25/15 23:00,26.879,25.708,0,0
4/25/15 23:30,27.37,25.708,0,0
4/26/15 0:00,27.173,25.805,0,0
4/26/15 0:30,27.37,25.902,0,0
4/26/15 1:00,27.272,25.902,0,0
4/26/15 1:30,27.468,25.805,0,0
4/26/15 2:00,27.567,25.902,0,0
4/26/15 2:30,27.468,26,0,0
4/26/15 3:00,27.37,26.195,0,0
4/26/15 3:30,27.272,26.292,0,0
4/26/15 4:00,27.272,26.39,0,0
4/26/15 4:30,27.173,26.292,0,0
4/26/15 5:00,27.173,26.292,0,0
4/26/15 5:30,27.075,26.292,0,0
4/26/15 6:00,27.075,26.097,0,10.8
4/26/15 6:30,27.075,25.902,0,409
4/26/15 7:00,27.075,25.805,32.3,742.7
4/26/15 7:30,26.977,25.902,64.6,1033.3
4/26/15 8:00,26.781,26,107.6,3788.9
4/26/15 8:30,26.879,26.292,183,6544.5
4/26/15 9:00,26.977,26.195,86.1,8266.7
4/26/15 9:30,27.075,26.488,161.5,10677.8
4/26/15 10:00,27.075,26.781,204.5,15155.7
4/26/15 10:30,27.173,26.879,236.8,19289
4/26/15 11:00,27.37,27.37,247.6,23422.4
4/26/15 11:30,27.567,27.272,387.5,24800.2
4/26/15 12:00,27.468,27.173,344.4,19289
4/26/15 12:30,27.468,26.585,183,6544.5
4/26/15 13:00,27.665,27.173,462.9,9644.5
4/26/15 13:30,27.764,27.468,344.4,24800.2
4/26/15 14:00,28.159,27.468,656.6,27555.7
4/26/15 14:30,28.258,27.665,247.6,19977.9
4/26/15 15:00,28.357,27.665,193.8,15155.7
4/26/15 15:30,28.357,27.37,129.2,4650
4/26/15 16:00,28.555,27.567,86.1,5511.1
4/26/15 16:30,28.258,27.468,96.9,3100
4/26/15 17:00,28.159,27.468,43.1,2755.6
4/26/15 17:30,28.258,27.075,10.8,721.2
4/26/15 18:00,28.06,26.781,0,624.3
4/26/15 18:30,27.764,26.488,0,183
4/26/15 19:00,27.764,26.39,0,0
4/26/15 19:30,27.764,26.195,0,0
4/26/15 20:00,27.862,26.195,0,0
4/26/15 20:30,27.862,26.097,0,0
4/26/15 21:00,27.764,26.097,0,0
4/26/15 21:30,27.567,26.097,0,0
4/26/15 22:00,27.567,26.097,0,0
4/26/15 22:30,27.567,26,0,0
4/26/15 23:00,27.37,26,0,0
4/26/15 23:30,27.272,26,0,0
4/27/15 0:00,27.37,25.902,0,0
4/27/15 0:30,27.272,25.902,0,0
4/27/15 1:00,27.173,25.902,0,0
4/27/15 1:30,27.075,25.805,0,0
4/27/15 2:00,27.075,25.805,0,0
4/27/15 2:30,27.075,25.902,0,0
4/27/15 3:00,26.977,26,0,0
4/27/15 3:30,26.879,26.097,0,0
4/27/15 4:00,26.879,26,0,0
4/27/15 4:30,26.781,26,0,0
4/27/15 5:00,26.683,25.902,0,0
4/27/15 5:30,26.683,25.708,0,0
4/27/15 6:00,26.585,25.708,0,43.1
4/27/15 6:30,26.585,25.61,64.6,495.1
4/27/15 7:00,26.488,25.61,172.2,1280.9
4/27/15 7:30,26.39,25.61,301.4,1722.2
4/27/15 8:00,26.39,25.513,409,3100
4/27/15 8:30,26.292,26,516.7,9300.1
4/27/15 9:00,26.195,26.097,807.3,11711.2
4/27/15 9:30,26.097,26.292,796.5,16533.4
4/27/15 10:00,26.097,26.488,936.5,18600.1
4/27/15 10:30,26.097,26.488,1033.3,3272.2
4/27/15 11:00,26,26.683,635.1,16533.4
4/27/15 11:30,26.097,26.781,1205.6,24800.2
4/27/15 12:00,26.195,26.781,1463.9,24800.2
4/27/15 12:30,26.195,26.879,1280.9,26178
4/27/15 13:00,26.195,26.879,1894.5,23422.4
4/27/15 13:30,26.292,26.879,1151.7,21355.7
4/27/15 14:00,26.292,26.781,1011.8,12400.1
4/27/15 14:30,26.292,26.879,893.4,10333.4
